UCSC_ID	RPKM
uc009jjp.1	9.6
uc007mit.1	60.6
uc007xoi.1	6.6
uc008pln.1	7.4
uc007igu.1	8.0
uc009rpf.3	329.0
uc008ayo.2	82.2
uc012eyu.1	30.5
uc008wxm.1	52.5
uc008znr.3	7.2
uc009guh.1	51.4
uc008mhf.2	88.7
uc009mvw.2	888.2
uc007wlm.2	27.9
uc007nxj.2	14.7
uc007ghf.2	21.5
uc008bxo.1	9.6
uc008hon.2	10.7
uc007jjf.2	133.2
uc008ssr.2	5.7
uc009jsh.2	11.2
uc012ead.1	9.7
uc007wku.1	10.1
uc009mdt.1	32.4
uc008ojh.1	10.6
uc009nrf.1	236.2
uc008woo.2	11.0
uc008gjg.1	11.2
uc008mrj.2	109.8
uc009exc.1	35.0
uc007jub.1	6.7
uc008pay.2	8.5
uc007wru.1	14.5
uc007whj.2	359.6
uc007ndm.1	13.8
uc008wxh.1	44.3
uc007bvr.1	40.9
uc008jcx.1	47.6
uc008kxy.2	15.7
uc008wrq.1	12.4
uc008hag.2	12.5
uc007gfv.2	162.6
uc007iry.2	6.7
uc007cfk.3	10.6
uc007csw.2	20.6
uc009saz.2	11.5
uc011ygr.1	6.7
uc008zto.1	187.0
uc009okt.2	7.5
uc012eod.1	118.7
uc009maj.1	5.8
uc009gsp.1	24.7
uc008reo.2	94.3
uc009nvt.1	143.4
uc008xbs.1	8.8
uc007fxu.2	47.9
uc008qvp.1	393.9
uc007hwp.2	47.2
uc007xpo.2	10.0
uc007rjo.2	133.2
uc009irk.1	11.1
uc008plm.2	84.0
uc008hnh.1	106.3
uc007jqu.2	34.0
uc009mdh.1	373.1
uc008dcp.2	75.5
uc007ypz.1	33.5
uc008wns.1	11.8
uc008ooq.2	160.4
uc008vxe.1	22.8
uc007huq.1	21.7
uc008eyn.2	78.7
uc008rvk.1	9.2
uc008oqt.2	262.6
uc009ksk.2	59.9
uc009fku.1	6.1
uc009eqs.2	305.1
uc009nlp.2	77.7
uc008kez.1	34.4
uc008xre.1	58.0
uc009ntf.1	415.8
uc009fpn.1	12.9
uc008cag.1	6.3
uc009clu.3	16.3
uc008rbe.1	14.0
uc008wux.2	173.3
uc008obm.1	6.6
uc009bjx.2	14.8
uc007cuo.2	6.8
uc007lbg.2	1071.6
uc008rvo.1	120.2
uc009not.1	134.3
uc009rrg.1	490.7
uc008goh.1	46.4
uc009acd.1	29.0
uc008ins.2	31.0
uc007upk.2	17.0
uc009pjv.2	387.3
uc007yvv.1	21.0
uc008oao.2	14.7
uc008xfl.2	48.7
uc009mla.2	396.4
uc009gfl.1	1051.5
uc009eyc.1	75.4
uc008bsk.2	6.6
uc007pea.2	45.6
uc009tnm.1	101.6
uc012god.1	19.2
uc009bdn.1	5.5
uc007skg.2	38.8
uc008xbi.1	25.6
uc007inv.1	37.5
uc007ebm.2	14.6
uc007oju.2	13.8
uc009ntj.2	34.6
uc008hzc.1	23.5
uc009mnu.2	158.9
uc007sxt.2	64.1
uc008xbn.1	56.0
uc007juv.1	57.7
uc009kzk.2	7.9
uc009jfl.2	5.8
uc007iue.1	19.2
uc007zgj.1	23.5
uc008zut.1	6.2
uc007eby.2	9.8
uc008utz.2	565.4
uc007yxy.2	78.4
uc009ibs.1	21.9
uc012fym.1	18.9
uc008uaz.1	70.4
uc008itg.1	49.7
uc009mpf.1	27.2
uc009ftr.1	20.6
uc007dnx.2	30.1
uc012edo.1	80.5
uc007yao.2	52.3
uc007ker.2	47.1
uc007fhd.1	29.5
uc009omb.2	32.4
uc009okd.2	90.0
uc009iwz.2	5.5
uc007qth.2	5.5
uc007lqa.2	25.3
uc009akw.2	210.9
uc008ypr.2	11.3
uc009iyb.2	7.5
uc009foz.2	7.9
uc009rvd.2	5.8
uc008sii.1	130.8
uc009agi.1	17.2
uc007ypu.2	88.7
uc008etx.1	64.6
uc009ngt.1	37.4
uc009rqo.1	38.5
uc008gna.1	190.1
uc007dnm.1	162.6
uc007klv.2	10.4
uc007lbb.1	46.3
uc009aac.1	11.8
uc009cae.2	10.3
uc009ile.1	9.1
uc007pev.2	191.6
uc007jrj.1	99.6
uc008ynp.1	17.2
uc008dap.1	13.5
uc008oil.1	10.3
uc008cab.2	36.2
uc009gjt.1	6.9
uc008zfq.1	16.1
uc007cdo.1	30.0
uc008vzd.2	76.6
uc008vzx.2	101.8
uc009cuc.2	2304.6
uc008qit.2	18.3
uc008qiz.1	49.5
uc008fwa.1	11.5
uc009jnf.2	29.2
uc007rrk.2	94.8
uc008bpt.1	11.6
uc008pzp.1	22.0
uc007tnv.3	42.8
uc009app.1	8.1
uc011yjw.1	1125.4
uc008zzn.2	18.1
uc009gfn.2	124.9
uc009eyf.1	6.3
uc007yll.2	90.2
uc007jqn.2	636.5
uc008umm.1	51.3
uc008eda.1	62.3
uc008uvy.2	20.5
uc009qqh.1	5.3
uc007wxv.3	45.5
uc008cvq.2	133.2
uc008dcx.2	12.9
uc008vcf.1	78.6
uc009rlk.1	16.9
uc008vuk.1	43.6
uc008bbq.2	10.8
uc033jve.1	61.5
uc007ysl.1	10.3
uc008hqg.1	108.7
uc008hqn.2	6.5
uc008hcx.1	14.4
uc012een.1	11.5
uc009tcc.1	10.6
uc008ipi.4	28.9
uc009sqz.1	9.5
uc033jml.1	13.8
uc007pnl.1	677.0
uc007nsu.1	10.8
uc007jqa.1	174.3
uc009kfq.2	6.0
uc007sls.1	579.1
uc009jhe.2	8.5
uc007gak.2	15.3
uc008tvj.1	5.7
uc008ftn.1	8.8
uc008oei.1	51.9
uc007isk.1	416.5
uc012cgu.1	14.6
uc007nvu.2	39.9
uc009guw.1	321.2
uc007gfi.2	277.4
uc008jih.1	5.4
uc008gms.1	44.5
uc007hms.2	16.1
uc007xzw.1	15.5
uc009ant.2	12.8
uc007txg.2	342.0
uc012hmd.1	69.1
uc009mwx.1	6.9
uc008wve.2	116.4
uc007bxm.2	17.8
uc008sin.1	15.3
uc011xvm.1	95.9
uc008ftb.1	26.4
uc008spz.2	27.6
uc007qro.2	31.8
uc008zqv.2	9.0
uc008ulx.2	200.0
uc007azx.2	192.6
uc009fml.1	15.9
uc009ade.2	12.2
uc008npc.1	39.0
uc009kow.1	21.0
uc009nhw.1	10.1
uc008fmy.1	129.2
uc009cyu.1	97.5
uc009kkz.2	18.9
uc008kwp.1	17.8
uc012fkr.1	133.1
uc007ezk.1	42.1
uc007lzx.2	5.6
uc008ptb.2	41.6
uc008zng.2	10.2
uc007aro.2	31.0
uc009meb.1	128.3
uc009sof.2	12.0
uc009jwt.1	16.7
uc007zlr.2	8.9
uc008jkg.2	7.3
uc007nrq.1	12.3
uc007flz.2	45.2
uc009fzq.3	29.4
uc007xkt.2	19.1
uc008wad.2	19.7
uc007xbd.1	9.2
uc007gee.2	22.6
uc008jqy.1	6.3
uc008yoh.2	19.0
uc007hza.2	62.0
uc007iyj.1	685.1
uc008gho.1	65.2
uc008iac.2	18.2
uc007igz.2	22.4
uc008pkd.2	13.1
uc012gla.1	24.2
uc007pyq.2	26.0
uc009pul.1	79.8
uc009kry.1	76.1
uc008csz.1	202.2
uc009ihl.2	18.8
uc009dsa.1	125.0
uc008zlb.1	227.6
uc007vkk.1	5.1
uc009evm.1	8.9
uc009gsg.2	567.3
uc007vlv.2	74.3
uc008fso.1	280.5
uc009fhm.2	27.3
uc008jeh.1	47.9
uc007fda.2	22.7
uc009tve.1	16.8
uc008eli.1	15.0
uc008ocz.2	23.3
uc007gci.1	248.4
uc007ugy.2	4.5
uc008gfd.2	235.1
uc008uuq.1	80.3
uc007leg.1	93.0
uc008dow.2	13.4
uc009kvo.3	42.2
uc008pvi.2	6.0
uc008pts.3	16.6
uc012cjs.1	21.2
uc009ezs.2	5.2
uc008rkg.1	12.0
uc008fzu.1	26.6
uc008cig.1	59.3
uc008qmg.2	90.0
uc007udf.1	50.7
uc009ngq.1	32.5
uc008jje.1	86.2
uc009kvj.2	13.6
uc008gct.1	79.9
uc009kab.2	24.4
uc008bwa.3	31.1
uc008ced.3	46.1
uc008uib.1	17.9
uc007cej.1	34.3
uc009fva.2	8.3
uc008upv.1	55.3
uc008hot.2	62.0
uc008zyi.1	34.7
uc009gkr.1	246.4
uc008hsd.1	60.6
uc007txx.2	72.6
uc008oig.1	14.3
uc008lpa.1	22.7
uc008yqi.2	79.9
