,AccNum,Gene,TElogFC,RNAlogFC
41,NM_000159,GCDH,0.473877763927503,0.985260615758241
42,NM_000158,GBE1,0.16761898266550002,-0.517199846068047
43,NM_021021,SNTB1,-0.174474217511449,-0.8245395313788628
44,NM_001143679,GSTK1,-0.0750817911308811,-0.679006099620734
45,NM_001297658,TSSC4,0.237977599397065,-0.20086913158016897
46,NM_001286495,FAM214A,-0.34687731608302896,-0.36643722949170704
47,NM_023009,MARCKSL1,0.10232268861814199,0.0119338677200098
48,NM_173531,ZNF100,0.184654950861901,0.194710934683409
49,NM_001286499,PIF1,-0.0955195384714356,0.523398512012859
50,NM_001297656,KIF2C,0.40144553744562,0.325171375430368
51,NM_006885,ZFHX3,-1.07101076807272,0.0053380102490149395
52,NM_001319119,DNPEP,0.288449133493018,0.5134011392929879
53,NM_001193653,C17orf62,-0.00311603813684306,-0.9452355989448928
54,NM_182976,ZNF326,-0.0199114013892187,0.243704393302882
55,NM_003355,UCP2,-1.7155469815976399,2.2460884085131
56,NM_001002030,ECHDC1,0.345285292122784,-0.0435049095561401
57,NM_001170704,MBNL3,-0.407555342339983,0.29621520975039395
58,NM_003358,UGCG,0.38908760086035105,1.90058782475784
59,NM_001002034,FAM109B,0.9375126774699101,-0.241495855885057
60,NM_004813,PEX16,0.478587060828863,0.09016181043908801
61,NM_004814,SNRNP40,0.214728300544458,0.3031881005778
62,NM_020199,C5orf15,-0.0266247129435247,-0.5411582023180029
63,NM_004817,TJP2,-0.160607132557263,-1.51352214500061
64,NM_004818,DDX23,0.328081993424906,-0.0710119254041671
65,NM_020196,XAB2,-0.8166755661288059,1.43722041969861
66,NM_020195,SDR39U1,-0.33901524759472995,-0.554300777378076
67,NM_014314,DDX58,0.0250708104106198,-0.9248674279180359
68,NM_020191,MRPS22,0.605754658391067,0.470750345832998
69,NM_005663,NELFA,-0.105047707916456,0.5099108909686699
70,NM_001303095,ISG20L2,-0.6678816506956861,0.770016995385326
71,NM_001303096,WDR75,0.27828922121259103,0.7207806886418341
72,NM_014313,TMEM50A,-0.331910123860162,-0.11620741117291801
73,NM_003689,AKR7A2,0.33266967283357596,-0.23109977373222698
74,NM_003680,YARS,-0.207889890145998,0.416746491921952
75,NM_003681,PDXK,-0.37043321955926395,0.391940689776071
76,NM_003682,MADD,-0.798145772675979,-1.3435743242761697
77,NM_003684,MKNK1,0.21224369410880498,-0.566708892897391
78,NM_003685,KHSRP,-1.27775044898013,1.43903406419233
79,NM_006416,SLC35A1,-0.0254370341372662,-0.7289343311366999
80,NM_003172,SURF1,0.296156933491133,-0.0226426108153594
81,NM_006411,AGPAT1,-1.84104958049525,1.4099834019051298
82,NM_001128844,SMARCA4,-1.1141755009660201,1.44804371271768
83,NM_001127325,MAD2L2,0.0856565436241137,-0.11467018130990402
84,NM_001127322,CBX5,-0.789784336676659,1.18884379149263
85,NM_001098398,COPA,-0.0484778207566531,-0.21088228416902502
86,NM_001257360,AMPD2,-0.25246012185026395,-0.404261207381994
87,NM_002887,RARS,0.5246019518757971,0.10629731456399699
88,NM_002886,RAP2B,-0.0376551911170214,0.18671668340890601
89,NM_001346791,TSR2,0.427085410812577,0.30666191404453197
90,NM_024298,MBOAT7,-0.309489855335676,-2.52023933675872
91,NM_024299,PPDPF,-1.2788606955009498,1.4147254582991697
92,NM_024292,UBL5,0.5203841033504659,-0.19497911301655396
93,NM_024293,RETREG2,0.139966473208734,-0.755188622040693
94,NM_024294,C6orf106,-0.45718780882106996,-0.24494939695854198
95,NM_002014,FKBP4,0.26632779340229,0.5654584764069561
96,NM_024297,PHF23,0.324381961232454,-0.9295316497714108
97,NM_032505,KBTBD8,0.38574576942794797,1.1133369648513898
98,NM_032501,ACSS1,-0.15706155153185197,1.81334569265379
99,NM_001469,XRCC6,0.3476006467885949,0.240123266964697
100,NM_004104,FASN,-1.70328722170573,1.08038327127526
101,NM_001077268,ZFYVE19,-0.0769326302473573,-0.35120522531155296
102,NM_001303115,TUBA1C,0.8378140877438051,-0.000781885827855029
103,NM_002087,GRN,-0.8258728950032092,-1.05231553153133
104,NM_002086,GRB2,0.044837728662208004,-1.2446952849583
105,NM_002080,GOT2,-0.156784318636819,1.61966867206222
106,NM_001104595,FAM118A,0.11301707779063999,1.75866227603754
107,NM_001329684,OARD1,0.42793170010695897,0.185410286701392
108,NM_001288726,ELP4,0.635762752109597,0.16336282109258599
109,NM_014008,CCDC22,-0.0611977245236054,-0.39667071765729905
110,NM_014007,ZBTB43,-0.338158530137819,-0.10606213934912
111,NM_014003,DHX38,-0.0791551265244502,0.19751081032573897
112,NM_014000,VCL,-0.21379136479339303,-2.9578415095269306
113,NM_018230,NUP133,0.338421415402217,0.4711289958268479
114,NM_015352,POFUT1,-0.20402349639690304,0.823610785179157
115,NM_015355,SUZ12,0.0188597275217479,0.37219788497912804
116,NM_015354,NUP188,-0.7580063379640691,1.2360031793700201
117,NM_005006,NDUFS1,0.467054865274721,0.22460641198059902
118,NM_005642,TAF7,-0.22344352857690497,-0.537997492562026
119,NM_018238,AGK,0.235884293505002,0.10897419421821801
120,NM_006532,ELL,-0.26525235505282996,0.13528862494914598
121,NM_000333,ATXN7,-0.8974488325537059,-0.0018063975415483601
122,NM_002229,JUNB,0.381078824466938,-0.546651939103892
123,NM_133372,FNIP1,-0.302876737026028,-0.500846659798335
124,NM_001009954,ERCC6L,-0.106150745210362,0.8721231919017359
125,NM_001080495,TNRC18,-1.18672344546855,-0.18610823237754398
126,NM_002221,ITPKB,-0.3145975601999,-0.5761388824378101
127,NM_002556,OSBP,-0.447607504173043,0.0552943318078666
128,NM_001317946,SMARCB1,-1.0179415125572902,0.632172239548144
129,NM_001039469,MARK2,-1.57057226887165,0.622104963549864
130,NM_001039465,SRSF5,0.087384818883785,-0.0459526948809095
131,NM_000487,ARSA,-1.01264336309446,-1.05281223648797
132,NM_001291978,NOP14,0.14504728284696303,0.746275382653882
133,NM_005687,FARSB,0.101734453060059,1.4101804673436498
134,NM_001348913,DYNC2LI1,0.24025088602407899,0.681719656156793
135,NM_005680,TAF1B,0.238900013217362,0.7451151028487091
136,NM_001318966,EIF2B4,-0.23536387246835,0.514558927633285
137,NM_033109,PNPT1,0.372002382195754,1.3562419350598702
138,NM_001130009,GEN1,-0.25016053900977897,0.536946430500812
139,NM_000484,APP,-0.0124095357831547,-1.5434636115234
140,NM_018050,MANSC1,-1.17699880900076,1.75669562726222
141,NM_018052,VAC14,-1.73674364622419,1.9369397264261001
142,NM_001177701,IFT27,-0.47622710252359296,-0.39196266132262797
143,NM_033104,STON2,-0.5103262094335109,-1.9261419628918999
144,NM_033107,GTPBP10,0.313572032166264,0.216598875704436
145,NM_002592,PCNA,0.3945428772511961,0.433335240904016
146,NM_001206651,SH3GLB1,-0.0752744613515387,-0.507971818683046
147,NM_001349205,LPIN1,-0.0696203430856242,-2.34569742146453
148,NM_004586,RPS6KA3,0.13062123326336,-0.34409811945921004
149,NM_001287045,SH3GLB2,0.06808565446154799,0.983820291500121
150,NM_005641,TAF6,-1.07561111643991,1.3708739350792398
151,NM_013237,PRELID1,-0.146608002551035,0.19899479207139997
152,NM_001353366,NOM1,-0.0607868890136019,1.21267602056755
153,NM_016034,MRPS2,0.104525792805408,1.0766362455376
154,NM_001300813,SEC24B,-0.41665811726888297,0.447586452306536
155,NM_001012968,SPIN4,-0.8594014925364979,0.33233101155866196
156,NM_001256182,ANKRD11,-1.5446786663286298,1.24229832633748
157,NM_004322,BAD,0.412573506308708,-0.7655280145316801
158,NM_001142353,PPP3CB,-0.711528752349667,0.251919203800866
159,NM_018292,QRSL1,0.0525501476714873,0.304466438492981
160,NM_033360,KRAS,-0.474511393052945,-0.0457081387087635
161,NM_134442,CREB1,-0.11053246777999999,-0.0960656774042791
162,NM_079834,SCAMP4,-1.87725875733825,1.5657927549666297
163,NM_001270399,TUBA1A,0.901677256921119,-3.4006613792197697
164,NM_000138,FBN1,-0.087935681385096,0.117087339774248
165,NM_005647,TBL1X,-1.03369764097868,0.5767405591323
166,NM_014911,AAK1,-1.27420894350548,0.113919787018115
167,NM_014913,ADNP2,-0.19167115288437198,0.5240584189870511
168,NM_014915,ANKRD26,0.8544986099836829,0.203690283867465
169,NM_014916,LMTK2,-0.59117171485327,1.34264297330375
170,NM_001323949,MBD1,0.146486751776193,-0.014123035250708
171,NM_005022,PFN1,-0.148481056763031,-0.654022033872527
172,NM_005023,PGGT1B,0.471963739919315,-0.44177592401011206
173,NM_005021,ENPP3,-0.18209046276518104,-2.8003761968722003
174,NM_005027,PIK3R2,-0.47210372061353206,2.18743503938387
175,NM_005025,SERPINI1,-0.134953086890098,-0.42672534907509996
176,NM_001005333,MAGED1,-0.378399863123858,-1.04068392176626
177,NM_004328,BCS1L,0.35866186682814793,0.899805879106207
178,NM_001005339,RGS10,0.37539428172279904,-0.8100774888063821
179,NM_177401,MIDN,-1.4426847753142,0.680688368754317
180,NM_022778,CEP85,-0.196557359911028,0.374495545373207
181,NM_001287435,CEBPA,0.0775842311718378,-3.53475294859469
182,NM_020899,ZBTB4,-1.0151416858217401,0.377344567964099
183,NM_014371,AKAP8L,0.44206113855790996,-0.0658478864608997
184,NM_001002814,RAB11FIP1,-0.412495933142989,0.706944125898005
185,NM_022917,NOL6,0.0701572962586139,1.27175730636226
186,NM_001316951,GPALPP1,0.31205950871299704,0.4817762294462051
187,NM_001171623,VEGFA,-0.814951918156055,1.23240557854893
188,NM_001859,SLC31A1,-0.72017624647251,1.63729479331432
189,NM_001354609,BRAF,-0.847976342103131,0.267934812021803
190,NM_001204517,KIFAP3,0.39570518477298294,-0.8472412419225749
191,NM_153261,CNEP1R1,-0.608495682263145,-0.466887853739719
192,NM_001350984,ZSCAN25,-0.17872671485598898,0.7694291177758159
193,NM_004318,ASPH,0.0212000763697113,-1.46092069996781
194,NM_001300970,ZNF566,0.48529453634346703,0.579415214082455
195,NM_032038,SPNS1,-0.621873945847467,-0.262299521520339
196,NM_004642,CDK2AP1,-0.809653591586141,-0.6472902282529821
197,NM_001330761,ZDHHC3,-0.9377435490444829,0.609413041530448
198,NM_001330765,DEDD,-0.38471619776650606,-0.225512677221401
199,NM_001201475,C18orf21,-0.0480190575475189,0.674469696894574
200,NM_001001548,CD36,-0.30978654880554696,2.4557149622343197
201,NM_001348341,SDCBP,0.0424923007691474,-0.909473280888542
202,NM_022904,RASAL3,0.0213376025471248,-2.31234690517357
203,NM_022902,SLC30A5,0.0568592698896361,-1.28158284832533
204,NM_022903,CCDC71,0.19373955676495702,-0.0957159422241973
205,NM_016183,MRTO4,0.4299104475252029,1.2227037982925
206,NM_022908,NT5DC2,-0.5588755110468,0.36492016550461703
207,NM_022909,CENPH,0.859719243716478,0.886888288664798
208,NM_017858,TIPIN,0.387247914045917,0.48633936863649607
209,NM_001686,ATP5F1B,0.30312323231298605,0.25558932720183997
210,NM_017854,TMEM160,0.6896607176610251,-0.5753356613955121
211,NM_017856,GEMIN8,-0.0315484728478003,0.652821647083012
212,NM_001687,ATP5F1D,-0.4389455021686961,0.8510744083520471
213,NM_182931,KMT2E,-0.8687503072790401,0.24227081182990398
214,NM_001351277,LARP4B,-0.6556434557780101,0.5082736396226091
215,NM_001353259,FAM49B,0.147072816806254,-0.9006281624979499
216,NM_016329,SFMBT1,-0.419592991543612,0.634243307854172
217,NM_016320,NUP98,-0.00843506126884364,0.162330220355377
218,NM_016451,COPB1,0.333032059366563,-0.6508270095512221
219,NM_016322,RAB14,-0.546543345711665,-0.21033645318971
220,NM_016457,PRKD2,-1.3061065753475,0.505297794927933
221,NM_017777,MKS1,0.324016368070379,1.1528380998293501
222,NM_015987,HEBP1,-0.897047508050586,3.50061827891375
223,NM_017588,WDR5,-0.5623109874110029,1.09418979448214
224,NM_017582,UBE2Q1,0.0601658916291203,-1.0310431785315202
225,NM_017583,TRIM44,-0.014973740212802,-0.496760138131523
226,NM_017580,ZRANB1,-0.0044740982122619104,0.1044763184787
227,NM_000155,GALT,0.689344387250103,-0.6118401194746221
228,NM_000154,GALK1,0.43627056726178004,-1.52996791063207
229,NM_001161581,POC1A,-0.398561174813724,1.54009286287655
230,NM_001287603,ZBTB17,0.448848751361776,-0.5887311221368531
231,NM_001303405,CWF19L1,0.30847689095143105,0.34945434830428695
232,NM_024037,AUNIP,0.176461321422159,0.958847421644479
233,NM_024031,PRR14,-1.10433104108843,0.7588131691802908
234,NM_001352650,PCM1,0.0188989408780265,0.22366688678099397
235,NM_000153,GALC,0.368480108440149,0.0980103959872722
236,NM_000152,GAA,-1.14528824191097,-1.07995435623258
237,NM_001293237,MED15,-1.65821845565144,0.931816150437434
238,NM_006640,SEPT9,-0.0568000139311126,-2.30532321044615
239,NM_006644,HSPH1,0.0883124501476571,0.6630403603039421
240,NM_006649,UTP14A,0.29291663181967603,0.44107312310276003
241,NM_001317395,KCTD10,-0.154118078644298,-1.4469461302511697
242,NM_001351580,ODF2,0.0871913899379869,-0.0975738189180784
243,NM_002940,ABCE1,0.5096670929500251,0.732227455301685
244,NM_001166304,PIGX,-0.10070678373007198,-0.183794607279254
245,NM_138802,ZFAND2B,0.47181011742742607,-1.42261100602211
246,NM_002947,RPA3,0.550068806087816,1.1538704139051599
247,NM_001184783,VDAC2,0.142055959684116,-0.0211780919797519
248,NM_001292018,CYTH1,-0.0296479474646804,0.0742026804556806
249,NM_031420,MRPL9,0.16585130589556601,0.353389673046219
250,NM_138809,CMBL,-1.6304456773950402,2.55434995253855
251,NM_177983,PPM1G,0.23225692194339603,0.38651381975490207
252,NM_001080543,CACTIN,0.11328234085858699,0.509462049108366
253,NM_001080547,SPI1,-1.36267679439655,-2.1882751531714697
254,NM_139015,SPPL3,-1.58397376535844,0.6655635389704561
255,NM_001320410,ATP23,0.5919845334468989,0.0531091391764705
256,NM_001320417,MITD1,0.9385118564253772,-0.20083639395163896
257,NM_001320415,MAX,-0.6444100074851179,-2.86932730256329
258,NM_001123355,PPP6C,-0.6184311089073871,0.7896184711548391
259,NM_021821,MRPS35,0.37974048733171595,0.32291255334822805
260,NM_003249,THOP1,0.38882735640868604,0.45101965543095596
261,NM_021823,PPCDC,-0.10733912596973,0.373276381043991
262,NM_021824,NIF3L1,0.658769069462146,0.458933838931615
263,NM_001321532,USPL1,-0.00639243974844389,0.319022025415982
264,NM_078469,BCCIP,0.24537110019738503,1.01009230242808
265,NM_145858,CRYZL1,0.27769140853379803,0.240786970022135
266,NM_003546,HIST1H4L,0.709812707402225,0.3918726727648111
267,NM_003545,HIST1H4E,0.5246155831118611,0.3759371625113139
268,NM_003544,HIST1H4B,0.581405408820606,0.160291920531068
269,NM_003543,HIST1H4H,0.519607106495385,-0.27637325088160997
270,NM_003542,HIST1H4C,0.52652484964876,0.16095684419449202
271,NM_003540,HIST1H4F,0.9125993027700071,0.638517395649838
272,NM_024613,PLEKHF2,0.38116625891080397,-1.4791633745653898
273,NM_001260491,SLC9A8,-0.0230041596580111,0.0547748961395641
274,NM_001318872,FARS2,0.171226433954054,0.5052821107591121
275,NM_014748,SNX17,0.138823955781698,-0.708115819733143
276,NM_014216,ITPK1,-0.0145306197736732,-0.6298871626391049
277,NM_014743,KIAA0232,-0.874439199250208,-0.26282225915899
278,NM_014742,TM9SF4,-0.7673430277204059,0.210582045300002
279,NM_005236,ERCC4,-0.0318319280256623,0.308954298498177
280,NM_152464,TMEM199,0.0121041981256798,-0.15759050237022101
281,NM_005231,CTTN,0.41168637657133295,-0.0748953618318353
282,NM_032194,RPF2,0.33114588495909403,1.34390517296384
283,NM_152468,TMC8,-0.5384826351764771,-0.9251696295755709
284,NM_018846,KLHL7,0.411531098564672,0.5632357946041501
285,NM_001319652,OSBPL8,0.20369519971597103,-0.270721301583439
286,NM_001319658,DUSP23,0.18828370778474698,-1.22689799927134
287,NM_001314026,YBEY,-0.00109033431551067,-0.0650797015838826
288,NM_001330393,VEZF1,-0.204964750704283,-0.15925005957679902
289,NM_001320875,DPP8,-0.26401567764206496,0.377468496071997
290,NM_032830,UTP4,-0.768463117911261,2.04625284766564
291,NM_015175,NBEAL2,-1.3266116118517,-0.518072879942701
292,NM_001204410,SEC14L1,-1.10586748923816,-0.30766836543737897
293,NM_032773,LRCH3,-0.381455784667826,-0.0896632534995835
294,NM_015995,KLF13,-0.118167076325997,1.47175211277498
295,NM_032776,JMJD1C,-0.23183720581272502,0.00182346374614208
296,NM_001145312,ETV3,-0.10196044890675,0.183350765518501
297,NM_001679,ATP1B3,-0.34729078926586604,0.12837214990938
298,NM_015042,ZNF609,-0.5626821490136981,-0.340921982115914
299,NM_001352117,VEZT,0.0208614587532744,-0.0694391238353801
300,NM_018195,NKAPD1,0.31476228231364095,-0.173723798010878
301,NM_001098615,PUS7L,0.5633481401473629,-0.0226245328580985
302,NM_022753,S100PBP,-0.0108940107593445,-0.228685396022996
303,NM_022750,PARP12,0.0531320171155608,-0.20836318359018602
304,NM_022756,MEAF6,-0.172600352309825,-0.391513802338159
305,NM_153713,LIX1L,-0.24813482303530898,-0.12482151112639801
306,NM_001321478,THUMPD2,-0.0608075624860471,-0.24151052471006895
307,NM_015168,ZC3H4,-1.4716267134390402,1.2891113123471
308,NM_015169,RRS1,-0.213302717097085,1.4533438115335802
309,NM_001306147,SEPT11,-0.0237252733998561,-0.590545896970916
310,NM_015164,PLEKHM2,-0.29749528239022,0.244539898268672
311,NM_001282866,MARCH8,-0.558119126557082,0.6497622349160059
312,NM_014616,ATP11B,-0.38620050970740294,-0.15108795573850597
313,NM_001282860,GON4L,-0.377392908127387,0.0677465146372771
314,NM_019063,EML4,-0.0132536728670854,-0.169714260101947
315,NM_001310338,MGME1,0.0586595203775332,0.265324795541177
316,NM_014612,FAM120A,-0.603494762446104,0.872926802486235
317,NM_001258394,CLPB,0.0559747950314883,0.0182964642363966
318,NM_025099,CTC1,-0.746715694319434,0.59733025084654
319,NM_005093,CBFA2T2,-1.07302515628812,0.0256561408441455
320,NM_001304445,LCLAT1,-0.488124785290948,1.94391883743864
321,NM_001178138,TFDP2,0.10887900777880302,0.0455083961501921
322,NM_001290326,USP38,0.165159808834733,0.207122803997843
323,NM_001278284,ZNF3,0.041261991810726,0.44206482866999297
324,NM_003350,UBE2V2,0.19658984553599998,0.427926334620258
325,NM_001281513,HADHB,0.346865058260326,-0.4167996973689721
326,NM_001336,CTSZ,0.0529894625211279,-1.1490933596063502
327,NM_001282755,MTA3,0.28388513090130796,0.20512214551069502
328,NM_001282759,TRA2A,0.0571776338737864,0.22663913309686803
329,NM_000317,PTS,1.6803334858231398,0.8958644494914891
330,NM_001304999,OXLD1,0.35451317884763894,-0.42514993847763105
331,NM_000311,PRNP,0.27884973539798996,-1.81095952155997
332,NM_000310,PPT1,-0.383649481678462,-0.234633381168008
333,NM_001258026,TPI1,0.7587111532028371,-0.787248848387052
334,NM_001350517,TMX3,0.262199697090917,-0.34025733810939
335,NM_021224,ZNF462,-0.805845535921804,0.42752573263744
336,NM_001033088,NGRN,0.533548262455808,-0.065401600172403
337,NM_138782,FCHO2,-0.10391754248538199,1.31865794505697
338,NM_138783,ZNF653,0.149006009799025,0.0801533302976405
339,NM_138785,GINM1,0.20838202097653602,-0.0076189730117511905
340,NM_001270879,MPC1,0.130279107834024,-0.025906248963174
341,NM_017489,TERF1,0.20641609630454,0.150752732149135
342,NM_001242597,TMEM147,0.64842748492194,-0.523344169179521
343,NM_001321784,FAM208B,-0.9705350333497059,0.406756044030402
344,NM_001286184,SLC25A44,-1.19777437310585,0.4919615834450779
345,NM_001303411,RPRD1A,0.168396995601932,-0.296368581849974
346,NM_003724,JRK,-0.38999623659177796,0.606422869908833
347,NM_006275,SRSF6,0.0418394806680532,0.27585567813218204
348,NM_153498,CAMK1D,-1.05671209957292,-0.661577874707741
349,NM_001330213,STK16,0.20315052114886303,0.0536805693650626
350,NM_173515,CNKSR3,0.14164758606806602,0.99593386649838
351,NM_173510,CCDC117,-0.40648508958464896,0.41458849913877294
352,NM_004781,VAMP3,0.670114257997169,-0.8575677965052829
353,NM_004782,SNAP29,-0.399058880332793,0.161471206300043
354,NM_001193388,UNKL,0.423618104281258,-0.271531457239292
355,NM_004786,TXNL1,0.292535657044953,0.423785407099476
356,NM_004788,UBE4A,-0.15972966520002402,0.48807947574201793
357,NM_001330372,MPI,0.34378904907815694,-1.20377503014163
358,NM_001317968,ARRDC1,0.28243113515472307,-1.5730841381374
359,NM_001317960,XRN2,0.3542657085425279,-0.32289429526238894
360,NM_001317963,PWP1,0.692389438668434,0.398926673547711
361,NM_001304288,RPSA,0.8257699533458921,-0.253623598118533
362,NM_001282805,MARCH7,0.264436513898625,-0.24817389925336103
363,NM_003370,VASP,-0.0251202911073529,-2.3445116722723798
364,NM_006253,PRKAB1,0.0925496231486816,0.893159198102429
365,NM_139321,ATRN,-0.33901877987569706,0.371407920339505
366,NM_006256,PKN2,0.131822030938529,0.59922798284197
367,NM_006785,MALT1,0.399047278744258,-1.21617495370838
368,NM_006782,ZFPL1,-0.32312579416601195,-0.132631555464324
369,NM_001351643,PPP6R2,-0.198711397004526,-0.12541835994406098
370,NM_006788,RALBP1,-0.0267177284599393,0.11658121479477802
371,NM_004874,BAG4,-0.0601212289175539,0.00241625143708331
372,NM_014298,QPRT,0.10410752017104401,-0.992113522421535
373,NM_001320099,CRADD,0.7032271154357441,-0.21833664614255605
374,NM_004870,MPDU1,0.0745008362087797,0.342158239455925
375,NM_004446,EPRS,0.428394977502977,0.7391546597152241
376,NM_002738,PRKCB,-0.18628459424634503,-1.3893641658094298
377,NM_020198,CCDC47,0.0142018594646444,0.4531601471183279
378,NM_001330216,CNP,-0.26409956507338395,0.26589048263247306
379,NM_000179,MSH6,0.154852625390194,0.386194754096855
380,NM_001964,EGR1,-2.10843552779462,0.202249909212345
381,NM_001199671,CALU,0.369956749673378,-1.37177966057528
382,NM_004819,SYMPK,-0.580452727376532,0.827711251211668
383,NM_018994,FBXO42,-0.103965313018423,-0.000434092195195038
384,NM_015475,FAM98A,0.134283945520859,0.241553081509362
385,NM_003157,NEK4,-0.441639772296085,0.5986438454445611
386,NM_006432,NPC2,0.0441828285446221,-1.8406417793023
387,NM_001160210,SLC25A13,0.828510217627425,0.754085694811185
388,NM_020319,ANKMY2,0.0457465600500612,-0.380683734862025
389,NM_001197293,DPYSL2,-0.47628356606478994,-2.1250095423650603
390,NM_020310,MNT,-0.8826413484115171,-0.291141551599998
391,NM_020313,CIAPIN1,0.43167005851138207,0.420643871365654
392,NM_001206710,PRKAG1,0.5662469209155451,0.335277514663852
393,NM_020314,C16orf62,-0.079203147898817,0.0419348831784719
394,NM_024032,C17orf53,-0.817486688032462,1.06772415477484
395,NM_001271593,PPME1,0.0306755642535708,1.26941262926585
396,NM_005984,SLC25A1,0.14999314524141197,-0.969642768700953
397,NM_145265,CCDC127,0.108830651922944,-1.0748379097018599
398,NM_052897,MBD6,-2.1196559335611798,1.14963400315958
399,NM_022782,MPHOSPH9,-0.167391247454952,0.170230982907864
400,NM_002013,FKBP3,-0.0567478829572579,0.407966955137647
401,NM_001040446,MTMR12,-0.5051853081729161,0.8580976843145021
402,NM_001040445,ASB1,-0.142782283912564,0.799965328415925
403,NM_031286,SH3BGRL3,-0.707845631859369,-1.9421167869916898
404,NM_013245,VPS4A,0.157665326535734,0.15182374983287197
405,NM_013247,HTRA2,0.8856467464709019,0.004298930719866621
406,NM_013248,NXT1,-0.3547434677815971,0.159269319486908
407,NM_005094,SLC27A4,-0.12485742799592899,-0.655714966159085
408,NM_006549,CAMKK2,-0.711183938867786,0.11939636192892199
409,NM_014028,OSTM1,0.0947153724882616,-0.9982437114843891
410,NM_005760,CEBPZ,0.426330764244405,0.27484578383147695
411,NM_018216,PANK4,0.18000617026682197,0.185346219354439
412,NM_015375,DSTYK,-0.36617440816000296,1.5641074108354598
413,NM_018211,RAVER2,-0.507553854052165,-0.398007648895087
414,NM_018210,NAXD,-0.0410516921260878,-0.0183016475146402
415,NM_001271938,MEGF8,-1.8651192973908401,0.0981372122737144
416,NM_005762,TRIM28,-0.284098336647085,0.9857011389625641
417,NM_001166118,NT5C3A,0.330750795000088,-1.5512717884164802
418,NM_002209,ITGAL,-0.877566342891433,-1.5845258113656202
419,NM_016323,HERC5,0.356340402775718,-1.12542551222855
420,NM_001282232,PSMA6,0.352269305874445,-0.34965077773548203
421,NM_001134875,TEDC1,0.321953440246837,0.0818393540346387
422,NM_152355,ZNF441,0.33280695661985,0.45473544213617695
423,NM_001292003,KLHL8,-0.0468970123330939,-0.0411064390037947
424,NM_001330698,YTHDC1,0.348527811294303,-0.5302250632829489
425,NM_024419,PGS1,0.136194862143618,-1.07746471321926
426,NM_001287510,PPCS,0.18167072749653398,-0.559876007242954
427,NM_001318792,TMEM63B,-0.7714810839492109,1.6549186234751498
428,NM_004041,ARRB1,-0.580395674126904,-2.62457126915394
429,NM_001318794,COX4I1,0.63439416727215,-0.258656012064327
430,NM_002156,HSPD1,0.426496567420019,0.9231549575798191
431,NM_001291958,MAP3K4,0.292596701303069,0.4281893524849699
432,NM_001130020,ATP6V0A1,-0.773977862564467,0.0694668693952746
